Research Integrity	University Court of the University of Edinburgh	2015	82860
Research Integrity	University of Arizona	2015	357568
Research Integrity	Yale University	2015	3023059
Science and Technology	American Society for Cell Biology	2016	276200
Science and Technology	Amida Technology Solutions, LLC	2016	300000
Science and Technology	Center for Open Data Enterprise, Inc.	2016	185000
Science and Technology	Foundation for the National Institute of Health, Inc.	2015	443441
Science and Technology	Johns Hopkins University	2016	175583
Science and Technology	New Venture Fund	2016	162000
Science and Technology	New York University	2016	185000
Science and Technology	President and Fellows of Harvard College	2016	725000
Science and Technology	President and Fellows of Harvard College	2016	733571
Science and Technology	Sage Bionetworks	2015	1850668
Science and Technology	The Regents of the University of California, San Francisco	2016	97741
Sustainable Public Finance	Alabama Policy Institute, Inc.	2014	78000
Sustainable Public Finance	American Enterprise Institute for Public Policy Research	2015	123970
Sustainable Public Finance	American Institutes for Research in the Behavioral Sciences	2014	542193
Sustainable Public Finance	American Institutes for Research in the Behavioral Sciences	2016	190000
Sustainable Public Finance	Bellwether Education Partners, Inc.	2013	743700
Sustainable Public Finance	Bellwether Education Partners, Inc.	2015	805787
Sustainable Public Finance	Bipartisan Policy Center, Inc.	2014	500000
Sustainable Public Finance	Bipartisan Policy Center, Inc.	2015	500000
Sustainable Public Finance	Brookings Institution	2012	501003
Sustainable Public Finance	Brookings Institution	2014	1004491
Sustainable Public Finance	Brookings Institution	2014	1145551
Sustainable Public Finance	CUNY Graduate School of Journalism Foundation, Inc.	2015	600000
Sustainable Public Finance	California Foundation for Fiscal Responsibility	2011	150000
Sustainable Public Finance	Center for State & Local Government Excellence, Inc.	2013	997979
Sustainable Public Finance	Colorado Nonprofit Development Center	2016	100000
Sustainable Public Finance	Colorado Succeeds	2013	75000
Sustainable Public Finance	Committee for a Responsible Federal Budget	2015	400000
Sustainable Public Finance	Federalist Society for Law & Public Policy Studies	2013	102464
Sustainable Public Finance	George Mason University Foundation, Inc.	2013	693600
Sustainable Public Finance	George Mason University Foundation, Inc.	2015	1851300
Sustainable Public Finance	Georgetown University	2016	50000
Sustainable Public Finance	James Madison Institute	2011	186500
Sustainable Public Finance	James Madison Institute	2011	79000
Sustainable Public Finance	Kansas Policy Institute	2011	10000
Sustainable Public Finance	Lucy Burns Institute, Inc.	2012	282500
Sustainable Public Finance	MDRC	2015	250000
Sustainable Public Finance	Manhattan Institute for Policy Research, Inc.	2011	37162
Sustainable Public Finance	Manhattan Institute for Policy Research, Inc.	2012	30250
Sustainable Public Finance	Maryland Public Policy Institute, Inc.	2016	75000
Sustainable Public Finance	National Alliance for Public Charter Schools	2016	200000
Sustainable Public Finance	National Council on Teacher Quality, Inc.	2013	20000
Sustainable Public Finance	National Council on Teacher Quality, Inc.	2013	90000
Sustainable Public Finance	National Council on Teacher Quality, Inc.	2014	152520
Sustainable Public Finance	National Council on Teacher Quality, Inc.	2015	206000
Sustainable Public Finance	Oklahoma Council of Public Affairs, Inc.	2013	50000
Sustainable Public Finance	Pew Charitable Trusts	2012	4850000
Sustainable Public Finance	Pew Charitable Trusts	2013	2215000
Sustainable Public Finance	Pew Charitable Trusts	2015	4850000
Sustainable Public Finance	Pew Charitable Trusts	2016	2835000
Sustainable Public Finance	President and Fellows of Harvard College	2015	96753
Sustainable Public Finance	President and Fellows of Harvard College	2016	80749
Sustainable Public Finance	RAND Corporation	2016	88346
Sustainable Public Finance	Reason Foundation	2013	2013000
Sustainable Public Finance	Reason Foundation	2016	1500000
Sustainable Public Finance	San Diego Regional Chamber Foundation	2016	50000
Sustainable Public Finance	State of California Secure Choice Retirement Savings Program Fund	2014	500000
Sustainable Public Finance	State of Connecticut	2015	250000
Sustainable Public Finance	State of Connecticut	2015	250000
Sustainable Public Finance	Texas Public Policy Foundation	2015	50000
Sustainable Public Finance	Texas Public Policy Foundation	2016	44758
Sustainable Public Finance	The Board of Trustees of the Leland Stanford Junior University	2013	160080
Sustainable Public Finance	The Board of Trustees of the Leland Stanford Junior University	2016	252823
Sustainable Public Finance	The Board of Trustees of the Leland Stanford Junior University	2016	904365
Sustainable Public Finance	The Novim Group	2013	250000
Sustainable Public Finance	The Novim Group	2013	250000
Sustainable Public Finance	The Novim Group	2013	750000
Sustainable Public Finance	The Regents of the University of California, Berkeley	2015	662763
Sustainable Public Finance	The Research Foundation of State University of New York	2014	1000000
Sustainable Public Finance	The University of Chicago	2016	1750000
Sustainable Public Finance	The University of Texas at Austin	2015	277500
Sustainable Public Finance	Thomas B. Fordham Institute	2011	105000
Sustainable Public Finance	Trustees of Boston College	2014	16000
Sustainable Public Finance	Trustees of Boston College	2016	129130
Sustainable Public Finance	United States Common Sense	2014	858419
Sustainable Public Finance	United States Common Sense	2016	125447
Sustainable Public Finance	University of Arkansas	2016	93764
Sustainable Public Finance	University of Colorado Foundation	2014	25000
Sustainable Public Finance	University of Houston	2014	21780
Sustainable Public Finance	University of Missouri	2014	508824
Sustainable Public Finance	University of Washington Foundation	2013	25204
Sustainable Public Finance	Urban Institute	2013	483525
Sustainable Public Finance	Urban Institute	2014	1236482
Sustainable Public Finance	Urban Institute	2015	149617
Sustainable Public Finance	Urban Institute	2015	176358
Sustainable Public Finance	Urban Institute	2015	70621
Sustainable Public Finance	Urban Institute	2015	787911
Sustainable Public Finance	Urban Institute	2016	10912336
Sustainable Public Finance	Urban Institute	2016	263803
Sustainable Public Finance	Volcker Alliance, Inc.	2016	1500000
Sustainable Public Finance	Washington Policy Center	2013	25000
